sourceID	source	source_desc	change_date	changer	link_note	links
AZ763	Richards & Du Pasquier. Bay whaling off southern Africa, c. 1785–1805	Richards, Rhys & Thierry Du Pasquier (1989) Bay whaling off southern Africa, c. 1785–1805, South African Journal of Marine Science, 8:1, 231-250, DOI:10.2989/02577618909504564.	2021-08-31			https://doi.org/10.2989/02577618909504564
AZ764	Pennsylvania Journal, or, Weekly Advertiser	Pennsylvania Journal, or, Weekly Advertiser (Philadelphia, PA) Wednesday, Sept 27, 1775 accessed on GenealogyBank by Dr. Raymond Butler Weiss.	2021-08-31			
AZ765	Newspaper records for whaling from Sag Harbor	Additional records for whaling from Sag Harbor, NY found in various newspapers, including Suffolk Gazette from Sag Harbor. There are also occasional voyages from other ports included in these newspapers. Accessed on GenealogyBank.com searching for New York, Sag Harbor, and whaling.	2021-08-31			
AZ766	McTamaney. Our Harbor Full of Ships, including whalers	McTamaney. Mary. 'Our Harbor Full of Ships, including whalers.' Times [Hudson Valley.], New York, March 14, 2019.	2021-08-31			
AZ767	Rafael Osona Auctions. Auction catalog August 8, 2021	Auction Catalog. Nantucket, MA: Rafael Osona Auctions, Inc., August 8, 2021.	2021-08-31			
AZ768	Robert C. Eldred & Co. Auction catalog August 19, 2021	Auction Catalog. East Dennis, MA: Robert C. Eldred & Co., Inc., August 19, 2021.	2021-08-31			
AZ769	Historic Nantucket, Vol 71. No. 3 Summer 2021	Annual Report, 2020. Nantucket Historical Association. Historic Nantucket, Vol 71. No. 3 Summer 2021.	2021-08-31			
AZ770	Gazette. Essex, MA. Apr 2, 1771	Gazette. Essex, MA. Apr 2, 1771 accessed on GenealogyBank by Dr. Raymond Butler Weiss.	2021-08-31			
AZ771	Pennsylvania Journal. Mar 28, 1771	Pennsylvania Journal, Philadelphia, PA. Mar 28, 1771 accessed on GenealogyBank by Dr. Raymond Butler Weiss.	2021-08-31			
AZ772	Boston Post-Boy, Aug 20, 1770	Boston Post-Boy, Aug 20, 1770 accessed on GenealogyBank by Dr. Raymond Butler Weiss.	2021-08-31			
AZ773	Gleason, Ellen. Marie Taber Logbook and Journal	Gleason, Ellen. Student Intern, Clements Library Chronicles. April 16, 2020. Marie Taber Logbook and Journal, William L. Clements Library, The University of Michigan.	2021-08-31			https://clements.umich.edu/whaling-logs-acquired/
AZ774	Philadelphia, PA. newspapers	Philadelphia, PA. newspapers as accessed on Genealogybank.com.	2021-08-31			
AZ775	Hall & Sowle. The Village of Westport Point, Massachusetts	Hall, Katharine Stanley and Mary Hannah Sowle. The Village of Westport Point, Massachusetts. [New Bedford, Mass.: E. Anthony & Sons, 1914.] Scholar Select Reprint edition.	2024-02-12	JL		
AZ776	White, Bruce	White, Bruce. Personal correspondence, reporting information found in New Bedford [MA] Mercury, 20 May, 1825, p.3.	2024-02-12	JL		
AZ777	Aguilar. Marine Mammal Science. 2007	Aguilar, Alex. Marine Mammal Science. 2007: Vol 23, number 2.	2024-02-12	JL		
AZ778	Finley. The Boy Master: Joseph Dias of Oak Bluffs	Finley, Skip. The Boy Master: Joseph Dias of Oak Bluffs. MV MUSEUM Quarterly. 2019:Vol.60, No.2 page 22.	2024-02-12	JL		
AZ779	Ten Pound Island Book Company. Catalog 310	Catalog 310 Gloucester, MA: Ten Pound Island Book Company, May 2022.	2024-02-12	JL		
AZ780	Finley. Records of Sailors Snug Harbor	Finley, Skip. Additional information supplied from records of Sailors Snug Harbor, New York regarding Severino D. Pierce.	2024-02-12	JL		
AZ781	O’Pecko, Paul. Curator, Mystic Seaport Museum	O’Pecko, Paul. Curator, Mystic Seaport Museum. Communication re acquisition of the log of Hecla, 1859-1863.	2024-02-12	JL		
AZ782	Chace, Charles	Chace, Charles, Personal Communication, based on reading Pursuing the Whale by John A. Cook, 1926.	2024-02-12	JL		
AZ783	Conley. Typescript of the journal of Frederick Livermore Fish	Conley, Tom. Typescript of the journal of Frederick Livermore Fish, Ship Columbus, voyage of 1841-1843, with additional notes.	2024-02-12	JL		
AZ784	Winters. Fall River Monitor, 07 November 1835	Winters, Robin. Librarian, Westport, MA Public Library, Fall River Monitor, 07 November 1835, page 3.	2024-02-12	JL		
AZ785	Winters, Robin	Winters, Robin, Librarian, Westport, MA Public Library, personal communication.	2024-02-12	JL		
AZ786	Aiken & Swift Manuscript book: Whaling Crew Lists, 1880 - 1904	Aiken & Swift Manuscript book: Whaling Crew Lists, 1880 - 1904 New Bedford Whaling Museum Library, New Bedford, MA.	2024-02-12	JL		
AZ787	Nantucket Historical Association. Annual Report, 2021	Annual Report, 2021 Nantucket Historical Association. Nantucket, MA.	2024-02-12	JL		
AZ788	Kittle, Elizabeth Fleming	Kittle, Elizabeth Fleming. Correspondence with Whaling Museum Librarian Mark Procknik regarding the Cole Family. see also Cole, Frank Theodore: The Early Genealogies of the Cole Families in America. Columbus, Ohio; Printed by Hann & Adair for the author, 1887.	2024-02-12	JL		
AZ789	Harrison, Michael	Harrison, Michael. Personal communication.	2024-02-12	JL		
AZ790	William Reese Co. Catalog 301	Catalog 301, William Reese Co., New Haven, CT. Item 163: Journal the Ship Ann Maria of New London, 1823 and the Ship Marcus of Sag Harbor, 1827 as reported by Jeff Rubin.	2024-02-12	JL		
AZ791	WorldCat	worldcat.org (WC) listings for various institutions as reported by Jeff Rubin and others.	2024-02-12	JL		https://worldcat.org
AZ792	Tryniw, Ray	Tryniw, Ray. Personal communication, as forwarded by Jeff Rubin.	2024-02-12	JL		
AZ793	Peter Beardmore	Peter Beardmore. Personal communication concerning Jonathan Bowers and the loss of the ship Galen.	2024-02-12	JL		
AZ794	Vincent, Kay	Vincent, Kay. Personal information from Vincent’s research as related by Joan Druett.	2024-02-12	JL		
AZ795	The Polynesian, December 23, 1854	Druett, Joan. Article from The Polynesian, December 23, 1854.	2024-02-12	JL		
AZ796	Historic Nantucket. Nantucket Historical Association. Spring 2023 	Historic Nantucket. Nantucket Historical Association. Spring 2023 Vol. 73, No. 1.	2024-02-12	JL		
AZ797	Von Mach, Andreas	Von Mach, Andreas. Personal Communication.	2024-02-12	JL		
AZ798	Robert C. Eldred & Co., Inc., Auction Catalog August 9-10, 2023	Auction Catalog. East Dennis, MA: Robert C. Eldred & Co., Inc., August 9-10, 2023.	2024-02-12	JL		
AZ799	McCreven, Sheila, descendant of Captain Nathan Warren Rathbun	McCreven, Sheila, descendant of Captain Nathan Warren Rathbun. Personal communication.	2024-02-12	JL		
AZ800	Smith, Mark W. Descendent of Capt. Hervey E. Luce	Smith, Mark W. Descendent of Capt. Hervey E. Luce. Personal communication including the obituary for Luce.	2024-02-12	JL		
AZ801	Grover. Whalemen of Color in Point Hope and Jabbertown	Grover, Kathryn. Whalemen of Color in Point Hope and Jabbertown. Report prepared for Alaska Affiliated Areas, National Park Service, Alaska Region, 2003.	2024-02-12	JL		
AZ802	New Bedford Whaling Museum. Annual Report, 2022	Annual Report, 2022 New Bedford, MA: New Bedford Whaling Museum, 2023.	2024-02-12	JL		
AZ803	Cooper. rmcnauticalantiques.com. October 20, 2023.	Cooper, Ryan. rmcnauticalantiques.com. October 20, 2023.	2024-02-12	JL		
AZ804	Donnelly, Richard	Donnelly, Richard reporting on a partial log for sale at Americana Auction, Rehoboth, (Tessier) to be held Jan 24, 2024	2024-02-12	JL		
AZ805	Brian. Offshore Whalers at Norfolk Island in the Days of Sail	Brian, Don and Sue. Offshore Whalers at Norfolk Island in the Days of Sail: American, British, and Colonial deep-sea whalers. ReCollected, 2022.	2024-02-12	JL		
AZ806	Cooper. rmcnauticalantiques.com. January 1, 2024.	Cooper, Ryan. rmcnauticalantiques.com. January 1, 2024.	2024-02-12	JL		
AZ807	Druett, Joan	Druett, Joan. Personal communication.	2024-02-12	JL		
AZ808	Donovan, Deborah. Thesis as of January 8, 2024	Donovan, Deborah. Thesis as of January 8, 2024 as sent to JNL.	2024-02-12	JL		
AZ809	Carroll, Vienna	Carroll, Vienna. Personal communication re: burial of Edmund Moody at Mangonui.	2024-02-12	JL		
AZ810	Taylor. Life on a Whaler or Arctic Adventures in The Isle of Desolation	Taylor, Nathaniel W., M.D. Life on a Whaler or Arctic Adventures in The Isle of Desolation. ed. Howard Palmer. Occasional Publications, Volume II, New London County Historical Society. 1929	2024-02-12	JL		
AZ812	Journal of Bark Nimrod	Journal of a Whaling voyage in Bark Nimrod commencing April 16, 1863. Mystic Seaport Museum, Log 62.	2022-03-03	dtc		https://m94041.eos-intl.net/M94041/OPAC/Details/Record.aspx?BibCode=11631775
AZ813	Logbook of the Ship Milo	Logbook of the Milo (Ship) of New Bedford, Mass., mastered by Jonathan Capen Hawes, on voyage from 26 Nov. 1863-7 May 1869. New Bedford Whaling Museum, KWM 147.	2022-03-03	dtc		https://archive.org/details/logbookofmiloship00milo
AZ814	Logbook of the Ship Milo. Augustus Jenney	Jenney, Augustus. Logbook of the Milo (Ship) of New Bedford, mastered by Jonathan Capen Hawes, on voyage from Nov 1863-May 1869, kept by Augustus G. Jenney. New Bedford Whaling Museum, KWM 593.	2022-03-03	dtc		https://archive.org/details/logbookofmiloshi00milo_0
AZ815	Logbook of the Bark Isabella	Logbook of the Isabella (Bark) of New Bedford, mastered by Hudson Winslow, on voyage Sept. 1863- June 1865. New Bedford Whaling Museum, KWM 363.	2022-03-03	dtc		https://archive.org/details/logbookofisabell00isab
AZ816	Abstract Log of C. S. S. Shenandoah	Abstract Log of C. S. S. Shenandoah, in Official Records of the Union and Confederate Navies in the War of the Rebellion, Series 1 Volume 3. U. S. Government Printing Office. 1896. pp 785-792.	2022-03-03	dtc		https://archive.org/details/cu31924080777455/page/792/
AZ817	Rigging and building details. Manuscript book	Rigging and building details. Manuscript book privately owned. 1827 -  .	2025-08-29	JL		
AZ818	Potter. Manuscript book of accounts. 1908-1909	Potter, Edward H. Manuscript book of accounts and other financial information. January 1, 1908 - December 1909.	2025-08-29	JL		
AZ819	Ten Pound Island Book Company. Catalog 343	Catalog 343. Gloucester, MA: Ten Pound Island Book Company, 2024. Logbook of Ship William Tell, voyage of 1854-1857.	2025-08-29	JL		
AZ820	DeForrest, Henry. Journal kept aboard the William Rotch, 1852-53	Occasional Nuggets from the Providence Public Library Rare and Special Collections, Issue No. 3, Journal kept by Henry DeForrest aboard the William Rotch, 1852-53. Autumn, 2009.	2025-08-29	JL		
AZ821	Bailey, Nicholas. Journal kept aboard the Harlequin	Occasional Nuggets from the Providence Public Library Rare and Special Collections,Volume 4, Issue 2, Journal kept by Nicholas Bailey aboard the Harlequin.	2025-08-29	JL		
AZ822	New Bedford Whaling Museum. Annual Report, 2023	Annual Report, 2023. New Bedford, MA: New Bedford Whaling Museum, 2024.	2025-08-29	JL		
AZ823	Walker, David, descendant	Walker, David, descendant. Personal communication.	2025-08-29	JL		
AZ824	Delgado and Brennan. Wreck 15563	Delgado, James P. and Michael L. Brennan. Wreck 15563: An early Nineteenth-Century Merchant Vessel in the Gulf of Mexico.  Journal of Marine Archaeology https://doi.org/10.1007/s11457-023-09370-7.	2025-08-29	JL		
AZ825	Osona Auction August 4, 2024	Osona Auction August 4, 2024. The Marine Auction.	2025-08-29	JL		
AZ826	Lagerbom. Whaling in Maine	Lagerbom, Charles H. Whaling in Maine. Charleston, SC: The History Press. 2020.	2025-08-29	JL		
AZ827	Kuntz, Warren. WikiTree	Kuntz, Warren, citing WikiTree.	2025-08-29	JL		
AZ828	Gifford Account book and journal of William Wood, 1754-1791	Gifford, Burney M. Account book and journal of William Wood, 1754-1791.	2025-08-29	JL		
AZ829	Hedges. The Browns of Providence Plantations	Hedges, James B. The Browns of Providence Plantations. Providence, RI:Brown University Press, 1968.	2025-08-29	JL		
AZ830	Robert C. Eldred & Co. Auction Catalog November 20, 2024	Auction Catalog, The Fall Sale: Session I. East Dennis, MA: Robert C. Eldred & Co., Inc., November 20, 2024.	2025-08-29	JL		
AZ831	Harrison, Michael. whalinghistory.org corrections	Harrison, Michael. Curator, Nantucket Historical Association. Whalinghistory.org corrections, 15 Feb 2025.	2025-08-29	JL		
AZ832	Drew et al. Collateral Damage ... from Yankee Whaling	Drew, Joshua et al. Collateral Damage to Marine and Terrestrial Ecosystems from Yankee Whaling in the 19th Century. downloaded from Academia.edu on 13 April 2025.	2025-08-29	JL		
AZ833	Lutz, Maija M.	Lutz, Maija M. American Institute for Maritime Studies, Mystic Seaport Museum.	2025-08-29	JL		
AZ834	Cooper. Consular document from Fayal, October 3, 1910	Cooper, Ryan. rmcnauticalantiques.com. 5 May 2025. Consular document from Fayal, October 3, 1910.	2025-08-29	JL		
AZ835	Fairweather. Beyond Emancipation	Fairweather, Naomhan. Beyond Emancipation. Historic Nantucket. Vol 75. No. 1. Spring, 2025.	2025-08-29	JL		
AZ836	New Bedford Whaling Museum. Annual Report, 2024	Annual Report, 2024. New Bedford, MA: New Bedford Whaling Museum, 2025 with added identifications by Marina Wells, NBWM staff.	2025-08-29	JL		
AZ837	McKinley, Rosemary. Captain Henry Green	McKinley, Rosemary. Captain Henry Green. Privately published, 2017.	2025-08-29	JL		
AZ838	Davis, Nicholas. Logbook onboard several vessels, 1788 - 1794	Davis, Nicholas. Logbook onboard several vessels, 1788 - 1794. Penobscot Marine Museum Archives database.	2025-08-29	JL		
AZ839	Robert C. Eldred & Co. Auction Catalog  August 7-8, 2025	60. Auction Catalog. East Dennis, MA: Robert C. Eldred & Co., Inc., August 7-8, 2025	2025-08-29	JL		
AZ840	Thomas. Whaling and Wailing	Thomas, Olivia L.  Whaling and Wailing: childbirth at Sea on Nineteenth-century whaling voyages.  International Journal of Maritime History  24:vol 36(1) 107-349.	2025-10-21	JL		https://doi.org/10.1177/08438714231198614
AZ841	Historic Nantucket. Vol 75. No. 2 Late Summer 2025.	Nantucket Historical Association. Historic Nantucket. Vol 75. No. 2 Late Summer 2025.	2025-10-21	JL		https://nha.org/research/nantucket-history/historic-nantucket-magazine/late-summer-2025/
AZ842	Pacific Commercial Advertiser	Pacific Commercial Advertiser.  Honolulu.  Various dates as viewed online at https://www.loc.gov/newpapers.	2025-10-21	JL		https://www.loc.gov/newspapers/?dl=title&q=%22pacific+commercial+advertiser%22
AZ843	Connors, Anthony J. 	Connors, Anthony J.  Westport, MA: Westport Historical Society, 2020.	2025-10-21	JL		
